CD_SETOR,APOND
355670105000001,3556701001
355670105000002,3556701001
355670105000003,3556701001
355670105000004,3556701001
355670105000006,3556701001
355670105000009,3556701001
355670105000010,3556701001
355670105000011,3556701001
355670105000012,3556701001
355670105000013,3556701001
355670105000017,3556701001
355670105000018,3556701001
355670105000019,3556701001
355670105000020,3556701001
355670105000021,3556701001
355670105000022,3556701001
355670105000023,3556701001
355670105000026,3556701001
355670105000027,3556701001
355670105000029,3556701001
355670105000030,3556701001
355670105000031,3556701002
355670105000032,3556701002
355670105000036,3556701002
355670105000037,3556701002
355670105000038,3556701002
355670105000040,3556701002
355670105000042,3556701002
355670105000043,3556701002
355670105000044,3556701002
355670105000045,3556701002
355670105000046,3556701002
355670105000048,3556701002
355670105000049,3556701002
355670105000050,3556701002
355670105000051,3556701002
355670105000053,3556701002
355670105000054,3556701002
355670105000055,3556701002
355670105000057,3556701002
355670105000060,3556701002
355670105000061,3556701002
355670105000062,3556701002
355670105000063,3556701002
355670105000064,3556701002
355670105000065,3556701002
355670105000066,3556701002
355670105000067,3556701002
355670105000068,3556701002
355670105000069,3556701002
355670105000070,3556701002
355670105000071,3556701002
355670105000072,3556701003
355670105000073,3556701003
355670105000074,3556701003
355670105000077,3556701003
355670105000078,3556701003
355670105000079,3556701003
355670105000080,3556701003
355670105000081,3556701003
355670105000082,3556701003
355670105000083,3556701003
355670105000084,3556701003
355670105000085,3556701003
355670105000086,3556701003
355670105000089,3556701003
355670105000090,3556701003
355670105000091,3556701003
355670105000092,3556701003
355670105000093,3556701003
355670105000094,3556701003
355670105000095,3556701003
355670105000096,3556701003
355670105000097,3556701003
355670105000098,3556701004
355670105000100,3556701004
355670105000101,3556701004
355670105000102,3556701004
355670105000104,3556701004
355670105000105,3556701004
355670105000106,3556701004
355670105000107,3556701004
355670105000108,3556701004
355670105000109,3556701004
355670105000110,3556701004
355670105000111,3556701004
355670105000112,3556701004
355670105000114,3556701004
355670105000115,3556701004
355670105000116,3556701004
355670105000117,3556701004
355670105000119,3556701004
355670105000120,3556701004
355670105000122,3556701005
355670105000124,3556701005
355670105000125,3556701005
355670105000126,3556701005
355670105000127,3556701005
355670105000128,3556701005
355670105000129,3556701005
355670105000130,3556701005
355670105000131,3556701005
355670105000132,3556701005
355670105000133,3556701005
355670105000134,3556701005
355670105000135,3556701005
355670105000136,3556701005
355670105000137,3556701005
355670105000138,3556701005
355670105000139,3556701005
355670105000140,3556701005
355670105000142,3556701005
355670105000143,3556701005
355670105000144,3556701005
355670105000145,3556701005
355670105000146,3556701005
355670105000147,3556701005
355670105000148,3556701005
355670105000149,3556701005
355670105000150,3556701005
355670105000151,3556701005
355670105000152,3556701005
355670105000153,3556701005
355670105000154,3556701005
355670105000155,3556701006
355670105000156,3556701006
355670105000157,3556701006
355670105000158,3556701006
355670105000159,3556701006
355670105000160,3556701006
355670105000163,3556701006
355670105000164,3556701006
355670105000165,3556701006
355670105000166,3556701006
355670105000167,3556701006
355670105000168,3556701006
355670105000169,3556701006
355670105000170,3556701006
355670105000171,3556701006
355670105000172,3556701006
355670105000173,3556701006
355670105000174,3556701006
355670105000175,3556701006
355670105000176,3556701006
355670105000177,3556701006
355670105000178,3556701006
355670105000179,3556701006
355670105000180,3556701006
355670105000181,3556701006
355670105000182,3556701006
355670105000183,3556701006
355670105000184,3556701006
355670105000185,3556701006
355670105000186,3556701006
